Parcel,Crop,Area (ha),NDVI,NDRE,Vigor Z,Heterog.,Runoff,Conf.,Risk Score,Risk Level
LPIS-61604055883_178A,Ley / Grass,2.1700000762939453,0.826,0.579,,6.8,40,0.59,39.1,Moderate
LPIS-61693993372_71A,Ley / Grass,2.1700000762939453,0.561,0.375,,40.9,40,0.47,20.5,Low
LPIS-61704029939_8A,Spring Barley,2.1700000762939453,0.677,0.45,,10.8,40,0.86,17.5,Low
LPIS-61713926975_24A,Ley / Grass,2.1700000762939453,0.742,0.456,,7.9,15,0.62,13.5,Low
LPIS-61543938256_17C,Ley / Grass,2.1600000858306885,0.551,0.371,,32.4,15,0.24,10.7,Low
LPIS-61733987889_3A,Ley / Grass,2.1600000858306885,0.66,0.417,,20.7,40,0.75,18.1,Low
LPIS-61574081527_129A,Ley / Grass,2.1600000858306885,0.777,0.5,,9.9,15,0.72,20.6,Low
LPIS-61553983889_9D,Spring Barley,2.1600000858306885,0.878,0.711,,5.2,5,0.9,26.3,Low
LPIS-61703923556_11A,Ley / Grass,2.1600000858306885,0.717,0.484,,4.9,40,0.52,18.2,Low
LPIS-61624033133_138A,Rapeseed,2.1600000858306885,0.635,0.421,,27.3,40,0.77,19.1,Low
LPIS-61514008580_17A,Ley / Grass,2.1600000858306885,0.677,0.447,,15.8,15,0.38,8.9,Low
LPIS-61624001860_5A,Fallow,2.1600000858306885,0.813,0.62,,13.3,15,0.7,26.4,Low
LPIS-61704019312_116A,Ley / Grass,2.1500000953674316,0.613,0.39,,36.1,15,0.58,10.7,Low
LPIS-61713942065_7A,Ley / Grass,2.1500000953674316,0.566,0.358,,10.9,70,0.9,27.9,Low
LPIS-61763942689_6A,Fallow,2.1500000953674316,0.714,0.486,,12,95,0.88,37.6,Moderate
LPIS-61604028944_7A,Unknown,2.1500000953674316,0.813,0.555,,9.5,15,0.34,35.3,Moderate
LPIS-61463983986_7A,Ley / Grass,2.1500000953674316,0.763,0.465,,10.7,15,0.53,17.6,Low
LPIS-61723956433_22A,Fallow,2.1500000953674316,0.654,0.417,,18.1,40,0.72,17.9,Low
LPIS-61624058893_110A,Ley / Grass,2.1500000953674316,0.69,0.471,,14.6,40,0.48,18,Low
LPIS-61564033949_13A,Ley / Grass,2.140000104904175,0.742,0.517,,11.4,40,0.8,23.8,Low
LPIS-61653986545_7A,Ley / Grass,2.140000104904175,0.827,0.575,,7.3,40,0.65,39.3,Moderate
LPIS-61783950543_6A,Ley / Grass,2.140000104904175,0.822,0.594,,23.1,40,0.63,40.2,Moderate
LPIS-61663952754_10A,Ley / Grass,2.140000104904175,0.697,0.456,,8,40,0.74,17.1,Low
LPIS-61733980923_2A,Unknown,2.140000104904175,0.686,0.45,,9.8,15,0.75,8.4,Low
LPIS-61593994475_3A,Ley / Grass,2.140000104904175,0.674,0.439,,22,15,0.51,9.4,Low
LPIS-61713943480_1A,Ley / Grass,2.140000104904175,0.485,0.31,,9.5,70,0.78,27.8,Low
LPIS-61763968373_2A,Rye,2.140000104904175,0.622,0.399,,15.8,40,0.39,17.7,Low
LPIS-61594064236_79A,Winter Wheat,2.140000104904175,0.831,0.571,,4.3,40,0.63,27.7,Low
LPIS-61594056973_126A,Fallow,2.140000104904175,0.693,0.427,,14.8,40,0.55,17.3,Low
LPIS-61694007756_3A,Fallow,2.130000114440918,0.78,0.508,,13.6,40,0.62,28.1,Low
LPIS-61533966995_4A,Spring Barley,2.130000114440918,0.826,0.669,,22.5,15,0.83,21.3,Low
LPIS-61544048893_110A,Spring Barley,2.130000114440918,0.805,0.618,,25.2,15,0.63,16.8,Low
LPIS-61723987213_72B,Oats,2.130000114440918,0.598,0.404,,13.9,15,0.81,8.9,Low
LPIS-61564023702_24A,Spring Barley,2.130000114440918,0.78,0.645,,30.1,15,0.63,13,Low
LPIS-61723941441_4A,Ley / Grass,2.130000114440918,0.697,0.458,,16.6,40,0.62,18,Low
LPIS-61604066478_46B,Fallow,2.119999885559082,0.566,0.384,,26.5,40,0.7,19.2,Low
LPIS-61733981850_4A,Ley / Grass,2.119999885559082,0.646,0.412,,14.6,15,0.79,8.5,Low
LPIS-61623992196_41C,Fallow,2.119999885559082,0.765,0.541,,8.1,40,0.71,25.5,Low
LPIS-61644032354_8A,Ley / Grass,2.119999885559082,0.739,0.492,,7.4,40,0.6,22.5,Low
LPIS-61684034847_5A,Fallow,2.119999885559082,0.586,0.392,,25.6,40,0.6,19,Low
LPIS-61654018831_19A,Maize,2.119999885559082,0.361,0.248,,62.7,70,0.65,40.5,Moderate
LPIS-61594052847_116A,Ley / Grass,2.119999885559082,0.785,0.537,,17,15,0.65,23.3,Low
LPIS-61683951790_101A,Ley / Grass,2.119999885559082,0.761,0.488,,8.8,40,0.69,26.4,Low
LPIS-61743952710_160A,Fallow,2.119999885559082,0.87,0.618,,4.2,95,0.31,76.7,High
LPIS-61624036303_13A,Ley / Grass,2.119999885559082,0.735,0.457,,18.8,40,0.81,22.4,Low
LPIS-61743958943_24A,Ley / Grass,2.109999895095825,0.822,0.605,,8.9,15,0.62,29.9,Low
LPIS-61703928695_3A,Ley / Grass,2.109999895095825,0.612,0.378,,16.8,15,0.63,8.5,Low
LPIS-61723950189_11A,Ley / Grass,2.109999895095825,0.513,0.328,,21.8,40,0.61,18.3,Low
LPIS-61693953854_2A,Ley / Grass,2.109999895095825,0.832,0.625,,12.9,40,0.74,41.5,Moderate
LPIS-61624027365_14A,Winter Barley,2.109999895095825,0.838,0.651,,6.9,15,0.72,22.5,Low
LPIS-61703961958_9A,Ley / Grass,2.109999895095825,0.682,0.43,,13.6,40,0.57,17.3,Low
LPIS-61683924004_4A,Ley / Grass,2.109999895095825,0.668,0.429,,10.6,70,0.54,28,Low
LPIS-61743962339_5A,Ley / Grass,2.109999895095825,0.859,0.602,,8.2,40,0.72,45.4,Moderate
LPIS-61674037576_21A,Unknown,2.109999895095825,0.748,0.491,,12,40,0.79,30.7,Moderate
LPIS-61723955429_5A,Rapeseed,2.109999895095825,0.761,0.538,,17.8,40,0.55,19.1,Low
LPIS-61633964973_98A,Ley / Grass,2.109999895095825,0.811,0.563,,8.1,70,0.58,47.2,Moderate
LPIS-61693950204_3A,Ley / Grass,2.0999999046325684,0.764,0.492,,9,15,0.84,18.1,Low
LPIS-61474029738_5A,Rapeseed,2.0999999046325684,0.642,0.457,,21.3,40,0.55,19.1,Low
LPIS-61514048440_23A,Winter Wheat,2.0999999046325684,0.768,0.613,,6.7,40,0.59,18.6,Low
LPIS-61683955477_20A,Ley / Grass,2.0999999046325684,0.646,0.397,,16.3,40,0.75,17.4,Low
LPIS-61623960946_11D,Winter Barley,2.0999999046325684,0.803,0.543,,14.9,15,0.49,13,Low
LPIS-61613968456_6A,Ley / Grass,2.0999999046325684,0.885,0.681,,7.7,15,0.65,50.4,Moderate
LPIS-61594061254_81A,Ley / Grass,2.0999999046325684,0.636,0.413,,23.3,15,0.43,9.5,Low
LPIS-61614038644_71A,Spring Barley,2.0999999046325684,0.749,0.499,,11.6,15,0.69,8.5,Low
LPIS-61553982763_1A,Sugar Beet,2.0999999046325684,0.862,0.686,,8.8,5,0.76,28.5,Low
LPIS-61733953652_50A,Ley / Grass,2.0899999141693115,0.632,0.403,,19.9,40,0.81,18,Low
LPIS-61714007483_1B,Ley / Grass,2.0899999141693115,0.623,0.423,,33.9,40,0.69,19.9,Low
LPIS-61614036332_73A,Ley / Grass,2.0899999141693115,0.821,0.571,,8.3,15,0.61,29.3,Low
LPIS-61723952171_5A,Ley / Grass,2.0899999141693115,0.668,0.467,,7.8,70,0.42,28.4,Low
LPIS-61683988632_27A,Fallow,2.0899999141693115,0.763,0.495,,16.2,40,0.67,25.2,Low
LPIS-61564035447_11A,Ley / Grass,2.0899999141693115,0.747,0.492,,15.2,40,0.64,24.6,Low
LPIS-61733952249_54A,Ley / Grass,2.0899999141693115,0.62,0.409,,20.2,40,0.71,18.4,Low
LPIS-61693947454_4A,Unknown,2.0899999141693115,0.667,0.43,,13.9,40,0.6,17.5,Low
LPIS-61723941686_28A,Winter Wheat,2.0899999141693115,0.549,0.411,,14.2,40,0.7,18.8,Low
LPIS-61504016188_30A,Ley / Grass,2.0899999141693115,0.569,0.372,,22.3,15,0.75,9.5,Low
LPIS-61753936597_4A,Ley / Grass,2.0899999141693115,0.686,0.454,,10.8,15,0.58,8.4,Low
LPIS-61703944780_19A,Spring Barley,2.0799999237060547,0.687,0.498,,18.4,40,0.8,18.9,Low
LPIS-61653993599_53A,Ley / Grass,2.0799999237060547,0.673,0.432,,16.5,40,0.54,17.8,Low
LPIS-61574082506_48A,Ley / Grass,2.0799999237060547,0.823,0.549,,6.8,40,0.67,38.2,Moderate
LPIS-61514010747_7A,Ley / Grass,2.0799999237060547,0.719,0.495,,20.1,15,0.48,11.3,Low
LPIS-61684017052_131A,Ley / Grass,2.0799999237060547,0.594,0.379,,16,40,0.78,17.6,Low
LPIS-61523990876_2A,Ley / Grass,2.0799999237060547,0.759,0.529,,10.9,70,0.4,37.7,Moderate
LPIS-61463998735_33A,Winter Wheat,2.0799999237060547,0.743,0.574,,22.2,15,0.55,10.9,Low
LPIS-61503940975_11A,Winter Wheat,2.0799999237060547,0.74,0.503,,16.6,15,0.72,9.2,Low
LPIS-61533993192_19A,Ley / Grass,2.0799999237060547,0.728,0.487,,14.8,40,0.76,21.2,Low
LPIS-61574036954_2A,Sugar Beet,2.069999933242798,0.765,0.537,,20.3,40,0.53,18.8,Low
LPIS-61534036487_32A,Ley / Grass,2.069999933242798,0.627,0.415,,14.6,15,0.55,8.8,Low
LPIS-61584061682_165A,Spring Barley,2.069999933242798,0.566,0.374,,28.4,40,0.5,19.2,Low
LPIS-61473985412_4A,Rapeseed,2.069999933242798,0.797,0.611,,20.6,15,0.45,17.9,Low
LPIS-61703943776_3A,Ley / Grass,2.059999942779541,0.645,0.412,,10.1,40,0.76,17.1,Low
LPIS-61763947862_5A,Rapeseed,2.059999942779541,0.784,0.578,,7.2,15,0.91,13.8,Low
LPIS-61693975851_30A,Ley / Grass,2.059999942779541,0.778,0.51,,10.3,40,0.79,29.9,Low
LPIS-61614030254_20A,Ley / Grass,2.059999942779541,0.824,0.582,,11.4,40,0.72,39.2,Moderate
LPIS-61624033549_4A,Ley / Grass,2.059999942779541,0.71,0.44,,11.7,40,0.63,17,Low
LPIS-61733951527_1A,Ley / Grass,2.059999942779541,0.601,0.379,,23.7,40,0.69,18.3,Low
LPIS-61564066341_19A,Spring Barley,2.059999942779541,0.653,0.508,,18.9,40,0.54,19.6,Low
LPIS-61773934390_95A,Winter Wheat,2.059999942779541,0.612,0.443,,10.8,15,0.69,9.2,Low
LPIS-61613978391_71A,Ley / Grass,2.059999942779541,0.461,0.29,,69,40,0.62,22.8,Low
LPIS-61533993280_20A,Ley / Grass,2.049999952316284,0.72,0.476,,11.9,40,0.77,19.3,Low
LPIS-61604040186_170A,Ley / Grass,2.049999952316284,0.8,0.543,,13.8,70,0.24,45.5,Moderate
LPIS-61564058439_34A,Winter Wheat,2.049999952316284,0.765,0.606,,9.7,15,0.56,9.9,Low
LPIS-61703971303_9A,Spring Barley,2.049999952316284,0.618,0.386,,19.7,40,0.67,17.9,Low
LPIS-61523954876_12A,Fallow,2.049999952316284,0.84,0.637,,11.6,40,0.65,40,Moderate
LPIS-61533910788_4C,Winter Wheat,2.049999952316284,0.695,0.52,,44.5,15,0.64,12.8,Low
LPIS-61494028203_46A,Winter Wheat,2.049999952316284,0.561,0.408,,30.2,15,0.55,11.1,Low
LPIS-61663959788_1F,Spring Barley,2.049999952316284,0.79,0.596,,10.8,40,0.62,21.2,Low
LPIS-61524010374_1A,Ley / Grass,2.049999952316284,0.818,0.548,,11.2,15,0.56,28.7,Low
LPIS-61674033018_113A,Unknown,2.049999952316284,0.307,0.21,,74.2,15,0.65,15,Low
LPIS-61653976585_7A,Ley / Grass,2.049999952316284,0.843,0.59,,5.9,15,0.66,33,Moderate
LPIS-61493990507_1A,Sugar Beet,2.049999952316284,0.838,0.633,,15.7,15,0.7,25.4,Low
LPIS-61674027311_1B,Ley / Grass,2.049999952316284,0.635,0.404,,23.4,40,0.66,18.4,Low
LPIS-61523994386_123A,Sugar Beet,2.049999952316284,0.741,0.585,,13.1,40,0.84,19.2,Low
LPIS-61604056192_175A,Spring Barley,2.049999952316284,0.846,0.661,,9,15,0.66,23.5,Low
LPIS-61693948701_19A,Ley / Grass,2.0399999618530273,0.643,0.387,,14.4,40,0.44,17.1,Low
LPIS-61674013646_6A,Spring Barley,2.0399999618530273,0.717,0.468,,24.1,40,0.65,18.6,Low
LPIS-61584006509_23A,Winter Wheat,2.0399999618530273,0.728,0.583,,13.8,15,0.73,10.4,Low
LPIS-61533987668_142A,Winter Wheat,2.0399999618530273,0.851,0.68,,10.2,15,0.73,25.1,Low
LPIS-61624035345_15A,Ley / Grass,2.0399999618530273,0.716,0.462,,8.1,40,0.86,18.1,Low
LPIS-61564010187_10A,Winter Wheat,2.0399999618530273,0.8,0.556,,9.2,15,0.61,12.3,Low
LPIS-61724007795_4A,Rapeseed,2.0299999713897705,0.752,0.557,,10.8,70,0.73,29.2,Low
LPIS-61793971834_204A,Ley / Grass,2.0299999713897705,0.653,0.43,,25,70,0.36,29.6,Low
LPIS-61663971411_4A,Ley / Grass,2.0299999713897705,0.765,0.51,,8.5,70,0.42,38.3,Moderate
LPIS-61603996914_250A,Winter Wheat,2.0299999713897705,0.811,0.635,,16.3,40,0.59,25.6,Low
LPIS-61634053460_1A,Unknown,2.0299999713897705,0.658,0.412,,20.7,40,0.51,18,Low
LPIS-61514039350_3A,Fallow,2.0299999713897705,0.81,0.62,,7.2,40,0.67,34.3,Moderate
LPIS-61733976643_37A,Spring Barley,2.0299999713897705,0.7,0.429,,22.9,70,0.65,28.8,Low
LPIS-61584062812_168A,Rapeseed,2.0299999713897705,0.811,0.645,,10,15,0.65,19.7,Low
LPIS-61773963413_28A,Sugar Beet,2.0299999713897705,0.698,0.487,,25.1,40,0.67,19.3,Low
LPIS-61574036890_1A,Ley / Grass,2.0299999713897705,0.528,0.332,,37.4,40,0.65,19.7,Low
LPIS-61614053174_142A,Ley / Grass,2.0299999713897705,0.764,0.518,,19.4,40,0.59,28.5,Low
LPIS-61514010221_34A,Unknown,2.0299999713897705,0.63,0.429,,15.4,15,0.43,9.1,Low
LPIS-61524044755_2A,Ley / Grass,2.0199999809265137,0.716,0.496,,6.6,15,0.66,9.4,Low
LPIS-61563980984_2E,Oats,2.0199999809265137,0.773,0.622,,7.6,5,0.36,12.8,Low
LPIS-61673943807_13A,Ley / Grass,2.0199999809265137,0.83,0.552,,6,40,0.76,39.3,Moderate
LPIS-61703987505_6A,Ley / Grass,2.0199999809265137,0.811,0.527,,8,70,0.56,46.5,Moderate
LPIS-61703934819_81A,Ley / Grass,2.0199999809265137,0.687,0.523,,6.4,40,0.51,18.2,Low
LPIS-61734015444_4A,Unknown,2.0199999809265137,0.657,0.444,,18.1,40,0.67,18.3,Low
LPIS-61554052578_3D,Winter Wheat,2.0199999809265137,0.833,0.634,,10.4,15,0.72,20.5,Low
LPIS-61694027556_73A,Ley / Grass,2.009999990463257,0.865,0.596,,7.6,70,0.8,68.5,High
LPIS-61484026132_36A,Fallow,2.009999990463257,0.654,0.442,,15.1,15,0.31,9,Low
LPIS-61623969398_15A,Fallow,2.009999990463257,0.735,0.484,,18.6,40,0.33,20.5,Low
LPIS-61583987394_23C,Ley / Grass,2.009999990463257,0.724,0.507,,18.5,15,0.38,12.2,Low
LPIS-61503958374_36A,Fallow,2.009999990463257,0.804,0.54,,9.2,15,0.51,23.3,Low
LPIS-61593970379_9B,Fallow,2.009999990463257,0.62,0.392,,27.6,15,0.45,9.7,Low
LPIS-61604067558_41A,Spring Barley,2.009999990463257,0.851,0.621,,9.5,40,0.73,32.9,Moderate
LPIS-61534014676_17A,Ley / Grass,2.009999990463257,0.631,0.397,,8.5,15,0.64,7.8,Low
LPIS-61524054623_15A,Fallow,2.009999990463257,0.456,0.311,,53.7,15,0.55,12.9,Low
LPIS-61624049724_19A,Ley / Grass,2.009999990463257,0.714,0.491,,15.1,40,0.8,18.8,Low
LPIS-61524011435_7B,Fallow,2,0.779,0.55,,8.1,15,0.49,19,Low
LPIS-61653999477_76A,Ley / Grass,2,0.67,0.446,,15.6,70,0.53,28.7,Low
LPIS-61674035877_117A,Unknown,2,0.684,0.446,,12.3,40,0.65,17.5,Low
LPIS-61753985090_10A,Ley / Grass,2,0.765,0.472,,12.7,40,0.62,27.3,Low
LPIS-61604042757_5E,Winter Wheat,2,0.597,0.409,,28.8,40,0.35,19.5,Low
LPIS-61513989408_17A,Unknown,2,0.789,0.532,,7.7,15,0.88,29.9,Low
LPIS-61703979696_5A,Ley / Grass,2,0.783,0.509,,6,40,0.67,30.3,Moderate
LPIS-61753920586_211A,Unknown,2,0.551,0.367,,19,40,0.54,18.3,Low
LPIS-61624034419_137A,Rapeseed,2,0.587,0.385,,25.2,15,0.7,9.8,Low
LPIS-61713937311_10A,Oats,2,0.397,0.262,,65.3,40,0.78,22.8,Low
LPIS-61614037420_55A,Fallow,1.9900000095367432,0.825,0.584,,9.7,40,0.58,36.6,Moderate
LPIS-61763963955_2A,Ley / Grass,1.9900000095367432,0.75,0.509,,10.3,40,0.48,25,Low
LPIS-61723981218_95A,Ley / Grass,1.9900000095367432,0.678,0.448,,10.2,15,0.77,8.3,Low
LPIS-61713930179_18A,Winter Wheat,1.9900000095367432,0.802,0.608,,9.9,40,0.53,22.5,Low
LPIS-61633991771_84A,Ley / Grass,1.9900000095367432,0.771,0.512,,21.6,40,0.62,29.9,Low
LPIS-61583989356_10A,Ley / Grass,1.9900000095367432,0.746,0.52,,14.8,15,0.51,15.8,Low
LPIS-61593996865_4A,Ley / Grass,1.9900000095367432,0.655,0.434,,13.5,15,0.53,8.7,Low
LPIS-61743986206_34A,Spring Barley,1.9900000095367432,0.847,0.623,,6.4,40,0.36,31.9,Moderate
LPIS-61493942242_5D,Fallow,1.9900000095367432,0.575,0.395,,6.4,15,0.23,8.3,Low
LPIS-61584052665_55A,Ley / Grass,1.9900000095367432,0.732,0.576,,32.5,15,0.7,16.1,Low
LPIS-61614031443_41A,Ley / Grass,1.9900000095367432,0.774,0.511,,12.4,70,0.55,40.2,Moderate
LPIS-61663996194_52A,Winter Wheat,1.9900000095367432,0.821,0.592,,5.9,70,0.68,36.7,Moderate
LPIS-61474029026_4A,Ley / Grass,1.9900000095367432,0.721,0.51,,17.5,15,0.64,11.7,Low
LPIS-61594054027_40A,Ley / Grass,1.9900000095367432,0.686,0.44,,17.5,40,0.65,17.8,Low
LPIS-61663992437_88A,Ley / Grass,1.9900000095367432,0.781,0.513,,15.3,40,0.35,31,Moderate
LPIS-61594030681_52A,Rapeseed,1.9900000095367432,0.514,0.346,,39.8,40,0.8,20.5,Low
LPIS-61733963095_2B,Ley / Grass,1.9900000095367432,0.599,0.387,,37.5,40,0.69,19.9,Low
LPIS-61634002865_9A,Fallow,1.9800000190734863,0.665,0.451,,17.1,40,0.56,18.3,Low
LPIS-61753964093_21A,Winter Wheat,1.9800000190734863,0.826,0.634,,6.7,40,0.56,27.7,Low
LPIS-61674027311_1A,Ley / Grass,1.9800000190734863,0.676,0.433,,17.8,40,0.39,17.9,Low
LPIS-61614050451_176A,Ley / Grass,1.9800000190734863,0.787,0.517,,7.7,40,0.64,31.4,Moderate
LPIS-61713921341_12A,Ley / Grass,1.9800000190734863,0.58,0.352,,21,40,0.75,17.8,Low
LPIS-61733995999_1A,Ley / Grass,1.9800000190734863,0.681,0.437,,15.2,40,0.6,17.6,Low
LPIS-61613965562_29A,Ley / Grass,1.9800000190734863,0.714,0.467,,13.6,15,0.52,9.3,Low
LPIS-61733989589_3A,Ley / Grass,1.9700000286102295,0.774,0.493,,9.5,40,0.71,28.9,Low
LPIS-61724022148_32A,Unknown,1.9700000286102295,0.619,0.42,,17.3,40,0.76,18.3,Low
LPIS-61663964586_25A,Ley / Grass,1.9700000286102295,0.758,0.53,,16,40,0.67,27.3,Low
LPIS-61743971028_41A,Spring Barley,1.9700000286102295,0.872,0.639,,4.1,70,0.88,47.4,Moderate
LPIS-61654001692_10A,Ley / Grass,1.9700000286102295,0.582,0.369,,25,70,0.47,29.3,Low
LPIS-61713924083_1A,Ley / Grass,1.9700000286102295,0.653,0.418,,20.3,40,0.48,18.1,Low
LPIS-61613994323_23A,Rapeseed,1.9700000286102295,0.713,0.492,,23,15,0.54,10,Low
LPIS-61494027277_57A,Unknown,1.9600000381469727,0.392,0.257,,56.4,15,0.48,12.9,Low
LPIS-61604025414_15A,Ley / Grass,1.9600000381469727,0.653,0.439,,21.7,15,0.57,9.6,Low
LPIS-61593974026_53A,Spring Barley,1.9600000381469727,0.786,0.586,,10.8,15,0.4,11.3,Low
LPIS-61743955962_167A,Sugar Beet,1.9600000381469727,0.855,0.612,,8.7,15,0.69,29,Low
LPIS-61463991796_39A,Spring Barley,1.9600000381469727,0.625,0.465,,8.9,15,0.43,9.2,Low
LPIS-61473956704_110A,Winter Wheat,1.9600000381469727,0.685,0.528,,10.8,40,0.65,18.7,Low
LPIS-61614046494_2A,Ley / Grass,1.9600000381469727,0.658,0.424,,18.4,40,0.7,18,Low
LPIS-61693995768_42A,Ley / Grass,1.9600000381469727,0.712,0.469,,10.8,40,0.3,17.7,Low
LPIS-61733953576_63A,Ley / Grass,1.9500000476837158,0.74,0.453,,12.3,70,0.67,33.3,Moderate
LPIS-61493989099_112A,Spring Barley,1.9500000476837158,0.798,0.563,,14.3,15,0.6,13.6,Low
LPIS-61573955934_4D,Fallow,1.9500000476837158,0.822,0.592,,5.9,15,0.17,26.8,Low
LPIS-61604010631_4A,Winter Wheat,1.9500000476837158,0.753,0.555,,14.5,40,0.72,18.7,Low
LPIS-61603995881_2B,Fallow,1.9500000476837158,0.839,0.633,,8.1,15,0.85,30.4,Moderate
LPIS-61624030701_64A,Ley / Grass,1.9500000476837158,0.737,0.504,,20.3,15,0.65,14.6,Low
LPIS-61574064532_114A,Winter Wheat,1.9500000476837158,0.79,0.639,,23.2,15,0.79,12.9,Low
LPIS-61723934331_4A,Ley / Grass,1.9500000476837158,0.772,0.486,,7.5,40,0.65,28.2,Low
LPIS-61684010795_61A,Spring Barley,1.9500000476837158,0.714,0.473,,13.3,40,0.62,17.7,Low
LPIS-61713943860_5A,Ley / Grass,1.9500000476837158,0.495,0.315,,7.9,40,0.85,16.8,Low
LPIS-61693972741_15A,Ley / Grass,1.9500000476837158,0.769,0.497,,9.1,40,0.62,28.1,Low
LPIS-61594029152_4A,Ley / Grass,1.9500000476837158,0.714,0.489,,11.5,15,0.74,9.4,Low
LPIS-61654017322_22A,Ley / Grass,1.9500000476837158,0.573,0.364,,35.3,70,0.71,30.3,Moderate
LPIS-61703921352_24A,Ley / Grass,1.940000057220459,0.661,0.418,,8.4,40,0.81,16.8,Low
LPIS-61743960147_11A,Ley / Grass,1.940000057220459,0.861,0.587,,7.1,40,0.65,45.4,Moderate
LPIS-61534030409_21B,Rapeseed,1.940000057220459,0.668,0.463,,14.3,70,0.63,28.9,Low
LPIS-61693945705_1A,Ley / Grass,1.940000057220459,0.646,0.426,,14.3,40,0.66,17.7,Low
LPIS-61723942246_2A,Spring Barley,1.940000057220459,0.664,0.413,,13.8,40,0.63,17.3,Low
LPIS-61663973062_121A,Ley / Grass,1.940000057220459,0.799,0.553,,9.7,40,0.47,34.3,Moderate
LPIS-61663992606_91A,Ley / Grass,1.940000057220459,0.656,0.42,,22.3,40,0.64,18.3,Low
LPIS-61714017949_4A,Unknown,1.940000057220459,0.67,0.429,,11.2,15,0.89,8.2,Low
LPIS-61793974308_203A,Ley / Grass,1.940000057220459,0.506,0.333,,46.8,70,0.72,31.8,Moderate
LPIS-61624031642_68A,Fallow,1.940000057220459,0.669,0.445,,18.9,40,0.71,18.3,Low
LPIS-61714028210_22A,Winter Wheat,1.940000057220459,0.758,0.568,,9,40,0.88,18.3,Low
LPIS-61503981391_14A,Rapeseed,1.940000057220459,0.813,0.628,,8,15,0.59,19.6,Low
LPIS-61773969569_3A,Ley / Grass,1.9299999475479126,0.7,0.468,,11.6,70,0.63,28.4,Low
LPIS-61763945675_74A,Ley / Grass,1.9299999475479126,0.736,0.501,,17.2,40,0.65,23.2,Low
LPIS-61574082930_49A,Ley / Grass,1.9299999475479126,0.811,0.535,,9.2,40,0.62,35.9,Moderate
LPIS-61474029011_15A,Rapeseed,1.9299999475479126,0.772,0.555,,22.4,15,0.38,12.8,Low
LPIS-61564023062_22A,Ley / Grass,1.9299999475479126,0.753,0.502,,8.2,40,0.41,25.2,Low
LPIS-61684005722_119A,Ley / Grass,1.9299999475479126,0.78,0.529,,8.1,40,0.92,30.4,Moderate
LPIS-61624035667_14A,Ley / Grass,1.9299999475479126,0.775,0.53,,10.8,40,0.58,29.7,Low
LPIS-61564036430_10A,Ley / Grass,1.9199999570846558,0.682,0.465,,10.7,40,0.67,17.7,Low
LPIS-61524024742_9A,Ley / Grass,1.9199999570846558,0.744,0.487,,16.6,15,0.57,15.3,Low
LPIS-61643993103_36A,Ley / Grass,1.9199999570846558,0.71,0.441,,8.2,40,0.67,16.7,Low
LPIS-61624036894_13A,Ley / Grass,1.9199999570846558,0.682,0.452,,17.8,40,0.7,18.1,Low
LPIS-61534036979_33A,Ley / Grass,1.9199999570846558,0.619,0.399,,19.5,15,0.46,9.1,Low
LPIS-61733945732_22A,Ley / Grass,1.9199999570846558,0.748,0.497,,6.6,70,0.66,34.8,Moderate
LPIS-61523960265_19A,Winter Wheat,1.9199999570846558,0.897,0.706,,3.1,15,0.92,41.2,Moderate
LPIS-61693966489_29A,Spring Barley,1.9199999570846558,0.634,0.409,,21.8,40,0.57,18.3,Low
LPIS-61574047450_4B,Ley / Grass,1.909999966621399,0.832,0.62,,13.2,15,0.63,32.3,Moderate
LPIS-61763960462_150A,Fallow,1.909999966621399,0.803,0.545,,7.8,70,0.55,42.8,Moderate
LPIS-61663956597_2A,Ley / Grass,1.909999966621399,0.595,0.382,,33,40,0.6,19.4,Low
LPIS-61733978332_22A,Ley / Grass,1.909999966621399,0.827,0.56,,17.8,70,0.61,50.9,Moderate
LPIS-61724012525_1B,Unknown,1.909999966621399,0.791,0.538,,10.9,15,0.72,30.8,Moderate
LPIS-61504027609_20A,Winter Wheat,1.909999966621399,0.504,0.308,,17.1,15,0.8,8.5,Low
LPIS-61574012266_61A,Winter Wheat,1.909999966621399,0.731,0.6,,35.3,15,0.5,12.8,Low
LPIS-61594037098_2A,Winter Wheat,1.909999966621399,0.489,0.331,,35.1,40,0.77,20,Low
LPIS-61604024526_8A,Fallow,1.909999966621399,0.651,0.436,,29,15,0.6,10.3,Low
LPIS-61574001083_65A,Winter Wheat,1.909999966621399,0.806,0.537,,11.7,15,0.7,13.5,Low
LPIS-61833981217_93A,Oats,1.899999976158142,0.708,0.461,,11.4,40,0.64,17.4,Low
LPIS-61743953253_67A,Ley / Grass,1.899999976158142,0.802,0.524,,8.4,15,0.51,25.2,Low
LPIS-61714019930_3A,Ley / Grass,1.899999976158142,0.571,0.363,,13.9,15,0.81,8.4,Low
LPIS-61574024109_57A,Rapeseed,1.899999976158142,0.599,0.403,,18.3,15,0.87,9.3,Low
LPIS-61723998435_15A,Spring Wheat,1.899999976158142,0.688,0.529,,23,15,0.67,10.9,Low
LPIS-61583981251_32A,Spring Barley,1.899999976158142,0.688,0.513,,27,15,0.57,11,Low
LPIS-61583984850_55A,Winter Wheat,1.899999976158142,0.773,0.572,,12.8,5,0.56,6,Low
LPIS-61624054054_25A,Ley / Grass,1.899999976158142,0.668,0.433,,20.6,40,0.48,18.2,Low
